full_name,owner,name,html_url,stargazers_count,forks_count,topics,matched_topics
dreadnode/burpference,dreadnode,burpference,https://github.com/dreadnode/burpference,194,10,"ai,burpsuite,burpsuite-extension,burpsuite-tools,hackertools,llm,llm-inference,webapplicationhacking",llm-inference
cgbur/llama2.zig,cgbur,llama2.zig,https://github.com/cgbur/llama2.zig,193,17,"llama2,llm-inference,simd,zig,llm,llama,ziglang",llm-inference
OpenMachine-ai/transformer-tricks,OpenMachine-ai,transformer-tricks,https://github.com/OpenMachine-ai/transformer-tricks,186,10,"ai,llm,llm-inference,llmops,machine-learning,python,arxiv,arxiv-papers,transformer,transformer-models,transformer-pytorch",llm-inference
KVignesh122/AssetNewsSentimentAnalyzer,KVignesh122,AssetNewsSentimentAnalyzer,https://github.com/KVignesh122/AssetNewsSentimentAnalyzer,184,32,"commodity-trading,financial-analysis,forex-trading,google-search-api,investment-analysis,llm-inference,news-api,sentiment-analysis",llm-inference
kalavai-net/kalavai-client,kalavai-net,kalavai-client,https://github.com/kalavai-net/kalavai-client,172,7,"ai,free,infrastructure,llm-inference,self-hosted,open-source,llm",llm-inference
1b5d/llm-api,1b5d,llm-api,https://github.com/1b5d/llm-api,170,28,"chatgpt,gptq,huggingface,langchain,llama,llamacpp,llm,llm-inference,machine-learning,python",llm-inference
substratusai/runbooks,substratusai,runbooks,https://github.com/substratusai/runbooks,170,14,"kubernetes,mlops,llmops,kubernetes-operator,llm-inference,llm-serving,llm-training,ml-platform","llm-inference,llm-serving"
rejunity/tiny-asic-1_58bit-matrix-mul,rejunity,tiny-asic-1_58bit-matrix-mul,https://github.com/rejunity/tiny-asic-1_58bit-matrix-mul,169,12,"asic,llm-inference,systolic-arrays,tinytapeout",llm-inference
empirical-run/empirical,empirical-run,empirical,https://github.com/empirical-run/empirical,166,12,"evaluation-framework,llm-inference,llmops,llm,test-automation,testing,testing-framework",llm-inference
vemonet/libre-chat,vemonet,libre-chat,https://github.com/vemonet/libre-chat,165,26,"large-language-models,llm,llm-inference,openapi,self-hosted,chatbot,chatgpt,langchain",llm-inference
noco-ai/spellbook-docker,noco-ai,spellbook-docker,https://github.com/noco-ai/spellbook-docker,163,14,"llama2,llm-inference,mixtral,stable-diffusion,automatic-speech-recognition,text-to-speech,bark,musicgeneration,whisper,xttsv2",llm-inference
itsnamgyu/block-transformer,itsnamgyu,block-transformer,https://github.com/itsnamgyu/block-transformer,162,9,"kv-cache,kv-cache-compression,llm,llm-architecture,llm-inference",llm-inference
harleyszhang/lite_llama,harleyszhang,lite_llama,https://github.com/harleyszhang/lite_llama,161,23,"llama,llama3,llm,llm-inference,python3,triton-kernels,attention,llava-llama3,qwen2-5",llm-inference
NPC-Worldwide/npc-studio,NPC-Worldwide,npc-studio,https://github.com/NPC-Worldwide/npc-studio,160,13,"agents,ai,npc,ai-agents,artificial-intelligence,ide,llm-inference,llms,node,npm,research",llm-inference
Trae1ounG/DyPRAG,Trae1ounG,DyPRAG,https://github.com/Trae1ounG/DyPRAG,160,18,"llm,llm-inference,llms-reasoning,paper,rag,open-source",llm-inference
robertvacareanu/llm4regression,robertvacareanu,llm4regression,https://github.com/robertvacareanu/llm4regression,155,21,"linear-regression,llm,llm-benchmarking,llm-inference,llms,regression,regression-models,sklearn,large-language-models",llm-inference
dvlab-research/Prompt-Highlighter,dvlab-research,Prompt-Highlighter,https://github.com/dvlab-research/Prompt-Highlighter,155,4,"llm-inference,multi-modality,text-generation",llm-inference
inboxpraveen/LLM-Minutes-of-Meeting,inboxpraveen,LLM-Minutes-of-Meeting,https://github.com/inboxpraveen/LLM-Minutes-of-Meeting,155,15,"huggingface,huggingface-transformers,llm,llm-inference,meeting-minutes,minutes-of-meeting,natural-language-processing,nlp,python,speech-recognition,speech-to-text,transformers,translation,wav2vec2,web,web-application,webapplication,whisper,whisper-ai",llm-inference
AnswerDotAI/cold-compress,AnswerDotAI,cold-compress,https://github.com/AnswerDotAI/cold-compress,147,15,"inference,llm,llm-inference,nlp,open-source",llm-inference
FasterDecoding/TEAL,FasterDecoding,TEAL,https://github.com/FasterDecoding/TEAL,147,11,"llm,llm-inference,sparsity",llm-inference
chenhunghan/ialacol,chenhunghan,ialacol,https://github.com/chenhunghan/ialacol,146,17,"ai,helm,kubernetes,langchain,llm,python,openai,cloudnative,ggml,gpu,llamacpp,cuda,gptq,llm-inference,llm-serving","llm-inference,llm-serving"
autonomi-ai/nos,autonomi-ai,nos,https://github.com/autonomi-ai/nos,145,12,"computer-vision,inference,inference-acceleration,machine-learning,generative-ai,llm-inference",llm-inference
ictnlp/TruthX,ictnlp,TruthX,https://github.com/ictnlp/TruthX,143,6,"hallucinations,language-model,llm,llm-inference,baichuan,chatglm,chatgpt,gpt-4,hallucination,llama,llama2,llms,mistral,safety,truthfulness,representation,explainable-ai,llama3",llm-inference
wladpaiva/aibitat,wladpaiva,aibitat,https://github.com/wladpaiva/aibitat,143,20,"agent-based-framework,agents,chat,chat-application,chatbot,gpt,gpt-35-turbo,gpt-4,llm-agent,llm-framework,llm-inference,llmops,stateless,typescript",llm-inference
luchangli03/export_llama_to_onnx,luchangli03,export_llama_to_onnx,https://github.com/luchangli03/export_llama_to_onnx,136,18,"llama,llm,llm-inference,onnx,onnxruntime,pytorch",llm-inference
webgptorg/promptbook,webgptorg,promptbook,https://github.com/webgptorg/promptbook,134,16,"autogpt,llm-inference,openai",llm-inference
JieyuZ2/EcoAssistant,JieyuZ2,EcoAssistant,https://github.com/JieyuZ2/EcoAssistant,133,8,"chatbot,gpt,large-language-models,llm-inference,nlp",llm-inference
codelion/pts,codelion,pts,https://github.com/codelion/pts,131,9,"dataset-generation,direct-preference-optimization,dpo,llm,llm-inference,llm-steering,phi4,sparse-autoencoder,steering-vector,tokens,phi-4,phi-4-mini,phi4-mini,reasoning-agent,reasoning-language-models,reasoning-models,pivotal-token-search,pivotal-tokens,mech-interp,sae",llm-inference
xtekky/gpt4local,xtekky,gpt4local,https://github.com/xtekky/gpt4local,131,30,"ai,chatbot,chatbots,chatgpt,chatgpt-api,gpt,gpt-4,gpt4free,language-model,llm,llm-inference,local,local-llm,openai,openai-api,python,documents",llm-inference
powerserve-project/PowerServe,powerserve-project,PowerServe,https://github.com/powerserve-project/PowerServe,131,16,"llama,llm,llm-inference,llm-serving,npu,qwen,smartphone,smallthinker","llm-inference,llm-serving"
monkesearch/monkeSearch,monkesearch,monkeSearch,https://github.com/monkesearch/monkeSearch,129,7,"llm-inference,natural-language-processing,nlp,semantic-search,semantics,leann,vector,vector-database,vector-search,monkesearch",llm-inference
SimonAytes/SoT,SimonAytes,SoT,https://github.com/SimonAytes/SoT,129,23,"ai,efficient-inference,llm,llm-inference,prompting",llm-inference
Hoshinonyaruko/Gensokyo-llm,Hoshinonyaruko,Gensokyo-llm,https://github.com/Hoshinonyaruko/Gensokyo-llm,129,5,"ai-agents,ai-agents-framework,chatbot,llm,llm-api,llm-inference,onebot,onebot-plugin,onebot11,qqbot",llm-inference
OoriData/Toolio,OoriData,Toolio,https://github.com/OoriData/Toolio,128,5,"ai,client-server,json-schema,llm,llm-inference,tools,apple-silicon,mac,mlx,agentic,genai,tool-calling",llm-inference
epuerta9/kitchenai,epuerta9,kitchenai,https://github.com/epuerta9/kitchenai,128,7,"ai,devops,devops-tools,llm,llm-inference,llmops,open-source,tools,testing-tools",llm-inference
aniketmaurya/llm-inference,aniketmaurya,llm-inference,https://github.com/aniketmaurya/llm-inference,126,14,"llama,llm,chatbot,langchain,llm-inference,mistral",llm-inference
Infini-AI-Lab/UMbreLLa,Infini-AI-Lab,UMbreLLa,https://github.com/Infini-AI-Lab/UMbreLLa,125,15,"llm-inference,offloading,speculative-decoding",llm-inference
bigai-nlco/TokenSwift,bigai-nlco,TokenSwift,https://github.com/bigai-nlco/TokenSwift,117,10,"deepseek,inference,llm-inference,llm-serving,llms,qwen,speculative-decoding,transformer","llm-inference,llm-serving"
hkust-nlp/dart-math,hkust-nlp,dart-math,https://github.com/hkust-nlp/dart-math,116,6,"deep-learning,mathematics,nlp,llm,llm-evaluation,llm-inference,llm-training",llm-inference
vitalops/datatune,vitalops,datatune,https://github.com/vitalops/datatune,116,10,"dataops,datascience,llm,llm-inference,machinelearning",llm-inference
mit-han-lab/spatten,mit-han-lab,spatten,https://github.com/mit-han-lab/spatten,112,12,"attention,hardware-acceleration,llm-inference,rtl,spinalhdl",llm-inference
mallahyari/twosetai,mallahyari,twosetai,https://github.com/mallahyari/twosetai,110,37,"agents,llm,llm-inference,llmagents,rag",llm-inference
thushan/olla,thushan,olla,https://github.com/thushan/olla,110,11,"ai,llm-inference,lmstudio,ollama,proxy,vllm,golang,llamacpp,llm-proxy,llm-router,llm-routing,self-hosted,self-hosted-ai,amd,intel,llama-cpp,mlx,nvidia,sglang,local-ai",llm-inference
harleyszhang/llm_counts,harleyszhang,llm_counts,https://github.com/harleyszhang/llm_counts,110,9,"llm,llm-inference,profiler,transformer,gpu-performance,llama,python3",llm-inference
JayZhang42/SLED,JayZhang42,SLED,https://github.com/JayZhang42/SLED,108,21,"decoding,factuality,google,llama,llama2,llama3,llm,llm-inference,meta,openai,large-language-models",llm-inference
Mobile-Artificial-Intelligence/llama_sdk,Mobile-Artificial-Intelligence,llama_sdk,https://github.com/Mobile-Artificial-Intelligence/llama_sdk,105,24,"facebook,flutter-ai,gemma,ggml,gguf,llama,llama2,llamacpp,llm,llm-inference,local-ai,meta,mistral,mixtral,mobile-ai",llm-inference
gitctrlx/llama.go,gitctrlx,llama.go,https://github.com/gitctrlx/llama.go,104,11,"llama,llm,llm-inference",llm-inference
Picovoice/pico-cookbook,Picovoice,pico-cookbook,https://github.com/Picovoice/pico-cookbook,98,10,"cookbook,llm,llm-inference,local-llm,on-device-ai,recipes,voice-ai,voice-assistant",llm-inference
Aesthisia/LLMinator,Aesthisia,LLMinator,https://github.com/Aesthisia/LLMinator,96,19,"chatbot,cpu,cuda,gguf,gradio,huggingface,langchain,llama-cpp-python,llamacpp,llm,llm-inference,ollama,openai,python,safetensors,model-conversion,opensource,streaming,websockets-chat",llm-inference
AmanPriyanshu/Awesome-AI-For-Security,AmanPriyanshu,Awesome-AI-For-Security,https://github.com/AmanPriyanshu/Awesome-AI-For-Security,95,4,"agent,agents,ai,awesome,awesome-list,awesome-lists,awesome-readme,awesome-resources,cyber-security,cybersecurity,cybersecurity-education,llm,llm-agent,llm-agents,llm-inference,llms,security,security-tools,ai-for-security,security-automation",llm-inference
abhibambhaniya/GenZ-LLM-Analyzer,abhibambhaniya,GenZ-LLM-Analyzer,https://github.com/abhibambhaniya/GenZ-LLM-Analyzer,95,19,llm-inference,llm-inference
mani-kantap/llm-inference-solutions,mani-kantap,llm-inference-solutions,https://github.com/mani-kantap/llm-inference-solutions,92,5,"llm-inference,llm-serving,llmops","llm-inference,llm-serving"
Wangmerlyn/MCTS-GSM8k-Demo,Wangmerlyn,MCTS-GSM8k-Demo,https://github.com/Wangmerlyn/MCTS-GSM8k-Demo,91,8,"llm-inference,llms,mcts",llm-inference
OpenCSGs/llm-inference,OpenCSGs,llm-inference,https://github.com/OpenCSGs/llm-inference,87,16,"deepspeed,llama-cpp,llm-inference,ray,transformer,vllm",llm-inference
romsto/Speculative-Decoding,romsto,Speculative-Decoding,https://github.com/romsto/Speculative-Decoding,85,16,"fast-inference,llm,llm-inference,llm-optimization,speculative-decoding",llm-inference
numindai/nuextract,numindai,nuextract,https://github.com/numindai/nuextract,84,14,"information-extraction,llm,llm-inference,llm-training,machine-learning,nlp",llm-inference
EM-GeekLab/LLMOne,EM-GeekLab,LLMOne,https://github.com/EM-GeekLab/LLMOne,83,3,"agent,ai-server,llm,llm-inference,llm-serving,mindie,ollama,transformer,vllm","llm-inference,llm-serving"
cydanix/whisperclip,cydanix,whisperclip,https://github.com/cydanix/whisperclip,83,5,"llm-inference,macos,macos-app,macos-application,macosx,voice-to-text-transcription,local,privacy,speech-to-text,voice-to-text",llm-inference
VectorInstitute/vector-inference,VectorInstitute,vector-inference,https://github.com/VectorInstitute/vector-inference,82,12,"llm,llm-inference,inference,reward-modeling,text-embedding,vllm,vlm",llm-inference
kddubey/cappr,kddubey,cappr,https://github.com/kddubey/cappr,81,3,"text-classification,zero-shot,huggingface,prompt-engineering,llamacpp,probability,llm-inference,kv-cache",llm-inference
project-etalon/etalon,project-etalon,etalon,https://github.com/project-etalon/etalon,80,11,"latency,llm-inference,throughput,user-experience",llm-inference
AI-Hypercomputer/jetstream-pytorch,AI-Hypercomputer,jetstream-pytorch,https://github.com/AI-Hypercomputer/jetstream-pytorch,77,17,"attention,batching,gemma,inference,llama,llama2,llm,llm-inference,model-serving,pytorch,tpu","llm-inference,model-serving"
AlbanPerli/Noema-Declarative-AI,AlbanPerli,Noema-Declarative-AI,https://github.com/AlbanPerli/Noema-Declarative-AI,77,0,"ai,ai-agent,ai-agent-framework,ai-agents,ai-agents-framework,aiagent,aiagents,deep-learning,llm,llm-inference,declarative-programming,llm-agent,llm-agents",llm-inference
Lifailon/openrouter-bot,Lifailon,openrouter-bot,https://github.com/Lifailon/openrouter-bot,76,13,"ai,ai-integration,go,gpt,llm,llm-inference,openrouter,telegrambot,chat-bot",llm-inference
dawid-szewc/perplexity-cli,dawid-szewc,perplexity-cli,https://github.com/dawid-szewc/perplexity-cli,72,20,"ai,bash-script,llm-inference,perplexity,perplexity-ai,perplexity-api,python,python3,bash,zsh,artificial-intelligence-projects,amazing-ai",llm-inference
farhan0167/otto-m8,farhan0167,otto-m8,https://github.com/farhan0167/otto-m8,71,5,"ai,llm-inference,low-code,no-code,ollama,fastapi,huggingface-transformers,openai-api,langchain,ai-agents,ai-agents-framework,automation,deep-learning,docker,machine-learning,rest",llm-inference
ADT109119/llamacpp-distributed-inference,ADT109119,llamacpp-distributed-inference,https://github.com/ADT109119/llamacpp-distributed-inference,69,13,"distributed-inference,gguf,llamacpp,llm,llm-inference,rpc,distributed-llm",llm-inference
edgett/PalmHill.BlazorChat,edgett,PalmHill.BlazorChat,https://github.com/edgett/PalmHill.BlazorChat,68,12,"blazor-webassembly,chatgpt,csharp,gpu,llama2,llm,llm-inference,local-llm,markdown-support,net8,orca2,realtime-chat,signalr,webapi",llm-inference
Nikityyy/lille,Nikityyy,lille,https://github.com/Nikityyy/lille,68,4,"llm,llm-inference,llm-training,slm",llm-inference
jjiantong/Awesome-KV-Cache-Optimization,jjiantong,Awesome-KV-Cache-Optimization,https://github.com/jjiantong/Awesome-KV-Cache-Optimization,67,3,"ai,computer-architecture,kv-cache,llm,llm-inference,llm-serving,machine-learning,mlsys,neural-language-processing,serving-ml,system","llm-inference,llm-serving"
azminewasi/Awesome-LLMs-ICLR-24,azminewasi,Awesome-LLMs-ICLR-24,https://github.com/azminewasi/Awesome-LLMs-ICLR-24,66,4,"large-language-model,large-language-models,large-language-models-and-translation-systems,large-language-models-for-graph-learning,llm,llm-agent,llm-evaluation,llm-framework,llm-inference,llm-privacy,llm-prompting,llm-security,llm-serving,llm-training,llmops,llms,pretrained-language-model,pretrained-models,pretrained-weights","llm-inference,llm-serving"
luchangli03/onnxsim_large_model,luchangli03,onnxsim_large_model,https://github.com/luchangli03/onnxsim_large_model,65,4,"deep-learning,llm-inference,onnx,onnxruntime",llm-inference
vossr/Chat-With-RTX-python-api,vossr,Chat-With-RTX-python-api,https://github.com/vossr/Chat-With-RTX-python-api,63,10,"llama2-13b,llm,llm-inference,mistral-7b,chat-with-rtx,tensorrt,tensorrt-llm,nvidia-chat-with-rtx",llm-inference
IlyaGusev/saiga_bot,IlyaGusev,saiga_bot,https://github.com/IlyaGusev/saiga_bot,62,6,"language-model,llm,llm-inference,telegram-bot",llm-inference
wang2226/Awesome-LLM-Decoding,wang2226,Awesome-LLM-Decoding,https://github.com/wang2226/Awesome-LLM-Decoding,62,1,"llm,llm-inference,lvlm,natural-language-processing,nlp,awesome,awesome-list",llm-inference
xndien2004/LLM_Powered_Video_Search,xndien2004,LLM_Powered_Video_Search,https://github.com/xndien2004/LLM_Powered_Video_Search,61,1,"clip,faiss,llm-inference,metadata,multimodal,rag,text-search,tfidf,django,django-api,django-rest-framework,docker",llm-inference
wangcx18/llm-vscode-inference-server,wangcx18,llm-vscode-inference-server,https://github.com/wangcx18/llm-vscode-inference-server,57,10,"llm,vscode-extension,llm-inference,vllm",llm-inference
Emreerdog/mbase,Emreerdog,mbase,https://github.com/Emreerdog/mbase,56,3,"cplusplus,cpp,cpp-library,llm-inference,mcp-sdk",llm-inference
kennethleungty/Llama-2-Open-Source-LLM-CPU-Inference,kennethleungty,Llama-2-Open-Source-LLM-CPU-Inference,https://github.com/kennethleungty/Llama-2-Open-Source-LLM-CPU-Inference,967,211,"cpu,cpu-inference,deep-learning,faiss,langchain,large-language-models,llm,machine-learning,natural-language-processing,nlp,python,sentence-transformers,transformers,c-transformers,open-source-llm,chatgpt,document-qa,language-models,llama,llama-2",open-source-llm
